	id	key	label	domain	nes	num_domains
1053	1053	PPFIA1	2972	28	4.159841680272797	0.0
1054	1054	KCTD2	2971	28	4.159841680272797	0.0
1055	1055	SHANK3	2970	28	4.159841680272797	0.0
1056	1056	SERTAD1	2969	28	4.159841680272797	0.0
1057	1057	SDR42E1	2968	28	4.159841680272797	0.0
1058	1058	YJEFN3	2967	28	4.159841680272797	0.0
1059	1059	MRPS18C	2966	28	12.047233590221806	0.0
1060	1060	FASTKD2	799	28	20.015424708246755	0.0
1061	1061	ZNF433	2965	28	12.047233590221806	0.0
1062	1062	DDX39A	2964	28	12.047233590221806	0.0
1063	1063	COA4	2963	28	9.33060526368802	0.0
1064	1064	ATP5F1	985	28	23.58456086327487	0.0
1065	1065	PLEKHA4	2962	28	12.047233590221806	0.0
1066	1066	MRPL10	2961	28	20.020379053686728	0.0
1067	1067	C6orf203	935	28	40.12880665213686	0.0
1068	1068	TTF1	2960	4	4.416109285576432	3.0
1069	1069	FBXL18	797	4	7.6505430927554015	4.0
1070	1070	KIAA2013	2959	4	4.416109285576432	3.0
1071	1071	PINK1	2958	4	4.416109285576432	3.0
1072	1072	MED6	2957	4	4.416109285576432	3.0
1073	1073	AKAP8	2956	4	4.416109285576432	3.0
1074	1074	ELL	2955	4	8.614409727449818	4.0
1075	1075	ARMC5	848	4	6.32732748535794	4.0
1076	1076	ARHGAP35	2954	0	1.0629346675711417	0.0
1077	1077	AAGAB	2953	0	0.0	2.0
1078	1078	C15orf57	794	7	2.6529810870982162	8.0
1079	1079	ANKFY1	2952	0	0.0	2.0
1080	1080	AP2B1	2951	7	1.193050427877577	7.0
1081	1081	FCHO2	795	7	6.178946486542635	9.0
1082	1082	RFTN2	2950	0	0.9772248542539452	0.0
1083	1083	ARL15	791	3	2.5838755396675617	1.0
1084	1084	KRTAP6-2	2949	0	0.9772248542539452	0.0
1085	1085	PCBP1	2948	0	0.9772248542539452	0.0
1086	1086	C2CD5	789	3	2.5838755396675617	1.0
1087	1087	CCS	2947	11	5.314275881016821	9.0
1088	1088	FLVCR1	788	11	5.126064135533775	9.0
1089	1089	RPL22L1	2946	2	6.624072279464392	13.0
1090	1090	FOCAD	787	2	7.074103247261721	16.0
1091	1091	ABCF3	2945	2	6.624072279464392	13.0
1092	1092	SEMA4A	2944	2	3.0793587560644147	13.0
1093	1093	DRG2	786	2	7.074103247261721	16.0
1094	1094	CLK2	2943	41	0.7599995551346072	0.0
1095	1095	RORA	2942	2	3.0793587560644147	13.0
1096	1096	EIF4A3	2941	2	3.0793587560644147	13.0
1097	1097	ATHL1	2940	2	3.0793587560644147	13.0
1098	1098	ASCC1	2939	0	0.037961456585561215	0.0
1099	1099	SEMA3F	2938	2	3.0793587560644147	13.0
1100	1100	PTS	2937	2	3.0793587560644147	13.0
1101	1101	AMOTL2	2936	0	0.8766643778658073	0.0
1102	1102	FOXK1	785	0	0.9869606342107805	0.0
1103	1103	TMEM161B	2935	0	0.8766643778658073	0.0
1104	1104	SETD3	2934	20	1.3663336822656789	2.0
1105	1105	ARRB2	2933	0	0.9864204652200109	0.0
1106	1106	FRMD6	781	0	0.5836485134439628	0.0
1107	1107	KCTD10	2932	0	0.9864204652200109	0.0
1108	1108	ACTBL2	2931	0	6.813419758200491	0.0
1109	1109	GCSH	777	0	6.813419758200491	0.0
1110	1110	DCUN1D3	2930	0	0.0	2.0
1111	1111	KCTD9	2929	7	1.193050427877577	7.0
1112	1112	ZNF593	2928	21	0.8544408137186649	1.0
1113	1113	DAB2IP	2927	0	-0.0	0.0
1114	1114	ARHGEF7	775	0	-0.0	0.0
1115	1115	LHFPL2	2926	0	-0.0	0.0
1116	1116	GIT1	774	0	-0.0	0.0
1117	1117	TMEM201	2925	0	-0.0	0.0
1118	1118	CCNY	773	0	-0.0	0.0
1119	1119	DIP2C	2924	0	-0.0	0.0
1120	1120	KIF5B	2923	0	-0.0	0.0
1121	1121	ABI1	2922	0	-0.0	0.0
1122	1122	RALGAPA2	2921	0	-0.0	0.0
1123	1123	FAM171A1	2920	0	-0.0	0.0
1124	1124	MAP3K8	2919	0	-0.0	0.0
1125	1125	FAM160B2	2918	0	-0.0	0.0
1126	1126	CDK17	2917	0	-0.0	0.0
1127	1127	SALL2	2916	0	-0.0	0.0
1128	1128	KIAA1024	2915	0	-0.0	0.0
1129	1129	C10orf68	2914	0	-0.0	0.0
1130	1130	BCL2L10	2913	0	-0.0	0.0
1131	1131	GJD4	772	0	-0.0	0.0
1132	1132	ANKRD26	2912	0	-0.0	0.0
1133	1133	CASC10	2911	0	-0.0	0.0
1134	1134	ASB13	2910	0	-0.0	0.0
1135	1135	CTBP1	2909	0	0.3025900313883341	0.0
1136	1136	FIBP	790	3	2.1658434736547867	2.0
1137	1137	ZNF37A	2908	0	-0.0	0.0
1138	1138	MKX	2907	0	-0.0	0.0
1139	1139	PTPN12	2906	0	1.4050622476334593	0.0
1140	1140	MECOM	2905	0	-0.0	0.0
1141	1141	MSRB2	2904	0	-0.0	0.0
1142	1142	ITGA8	2903	0	-0.0	0.0
1143	1143	KIAA1462	2902	0	-0.0	0.0
1144	1144	ANKRD30A	2901	0	-0.0	0.0
1145	1145	C10orf126	2900	0	-0.0	0.0
1146	1146	NRP1	2899	0	-0.0	0.0
1147	1147	ZNF248	2898	0	-0.0	0.0
1148	1148	ZNF25	2897	0	-0.0	0.0
1149	1149	ARHGAP12	2896	0	-0.0	0.0
1150	1150	OPTN	2895	0	-0.0	0.0
1151	1151	CREM	2894	0	-0.0	0.0
1152	1152	FZD8	2893	0	-0.0	0.0
1153	1153	SPRY2	2892	0	1.9378580715881835	0.0
1154	1154	GCLM	771	40	1.8167251671837297	0.0
1155	1155	ADO	2891	0	1.9378580715881835	0.0
1156	1156	RNF214	2890	0	1.9378580715881835	0.0
1157	1157	TMED6	2889	0	1.9378580715881835	0.0
1158	1158	PRDX6	2888	0	1.9378580715881835	0.0
1159	1159	ZC3H7B	2887	0	1.9378580715881835	0.0
1160	1160	KCNK5	2886	0	1.514793439525016	0.0
1161	1161	GLS	770	40	1.8167251671837297	0.0
1162	1162	ADCY7	2885	0	1.514793439525016	0.0
1163	1163	OSBPL8	2884	13	2.9005690342295147	12.0
1164	1164	ARHGEF12	769	13	6.725586478964914	44.0
1165	1165	RAP1GDS1	2883	13	2.494090062696411	7.0
1166	1166	ARHGEF26	2882	13	2.9005690342295147	12.0
1167	1167	NPC1	2881	0	-0.0	0.0
