id	key	label	domain	nes	num_domains	FDR
0	CHERP	3783	0	0.683001100251732	0.0	0.20749082608274494
1	ANKRD52	1005	0	1.5843759963531208	0.0	0.02603898213560216
2	PLEKHB1	3782	0	1.5144584570727695	0.0	0.03058732819045909
3	TMEM242	136	28	8.667763626095647	0.0	2.148999794216466e-09
4	CDC25B	3781	0	1.5144584570727695	0.0	0.03058732819045909
5	SAMD9	3780	0	1.5144584570727695	0.0	0.03058732819045909
6	MRPL23	3779	0	3.113035780665948	0.0	0.0007708399584641056
7	ATP5J	982	28	11.58681555232613	0.0	2.589312379367374e-12
8	OR3A1	3778	0	3.113035780665948	0.0	0.0007708399584641056
9	DKK1	3777	0	3.113035780665948	0.0	0.0007708399584641056
10	SDHAF2	3776	0	3.113035780665948	0.0	0.0007708399584641056
11	ZNF219	3775	0	3.113035780665948	0.0	0.0007708399584641056
12	SPATS2	3774	0	3.113035780665948	0.0	0.0007708399584641056
13	C16orf58	3773	0	3.113035780665948	0.0	0.0007708399584641056
14	SIM1	3772	0	3.113035780665948	0.0	0.0007708399584641056
15	KLF10	3771	0	3.113035780665948	0.0	0.0007708399584641056
16	COPE	3770	0	3.113035780665948	0.0	0.0007708399584641056
17	HCCS	3769	0	3.113035780665948	0.0	0.0007708399584641056
18	KRI1	3768	0	3.113035780665948	0.0	0.0007708399584641056
19	CMTR2	3767	1	1.590368689720404	9.0	0.02568214598353862
20	NUDCD1	503	1	25.9196725548109	40.0	1.2031712482399034e-26
21	PARP2	3766	1	11.197678111445956	31.0	6.3433969428698805e-12
22	MUS81	571	1	34.200382564028885	56.0	6.304017875708463e-35
23	USP34	3765	1	11.197678111445956	31.0	6.3433969428698805e-12
24	HIPK2	3764	0	1.8703605612208385	0.0	0.013478434074970055
25	NCOA1	555	0	4.311276210381195	0.0	4.883416762727617e-05
26	VPS26B	3763	0	1.8703605612208385	0.0	0.013478434074970055
27	SLC35F1	3762	0	1.8703605612208385	0.0	0.013478434074970055
28	C5orf15	3761	7	8.592125410301497	5.0	2.5578471561218183e-09
29	TMEM147	143	7	5.882063764468601	10.0	1.3120072518855783e-06
30	BSDC1	3760	7	7.693640010038299	5.0	2.02469676967529e-08
31	ZFX	17	7	5.468487782157957	11.0	3.4002607149410145e-06
32	MANBAL	3759	16	0.9916337347800434	2.0	0.10194507864026678
33	CDH6	949	16	2.0092589197459967	2.0	0.009789062024576908
34	C14orf166B	3758	16	0.9916337347800434	2.0	0.10194507864026678
35	ZNF770	3757	21	1.6861277410331823	1.0	0.020600238998463756
36	PPARGC1B	406	21	2.6331215615399213	1.0	0.0023274397026342947
37	NABP2	3756	21	1.6861277410331823	1.0	0.020600238998463756
38	ESRRA	3755	21	1.6861277410331823	1.0	0.020600238998463756
39	ALK	3754	42	1.2395802543222514	0.0	0.05759963689697147
40	CENPQ	941	42	1.2395802543222514	0.0	0.05759963689697147
41	ENGASE	3753	42	1.2395802543222514	0.0	0.05759963689697147
42	TMCO6	3752	42	1.2395802543222514	0.0	0.05759963689697147
43	FAM69B	3751	42	1.2395802543222514	0.0	0.05759963689697147
44	ORC2	3750	42	1.2395802543222514	0.0	0.05759963689697147
45	CDT1	3749	42	1.2395802543222514	0.0	0.05759963689697147
46	MICAL3	3748	0	0.8624821509826869	0.0	0.13725173687766762
47	CHMP7	931	21	2.8763560466321083	1.0	0.001329364121624506
48	SERHL2	3747	42	1.2395802543222514	0.0	0.05759963689697147
49	MYL1	3746	24	4.944280207333232	32.0	1.136893524038558e-05
50	CKAP2L	929	24	6.294296819547916	39.0	5.078122584932634e-07
51	C12orf36	3745	24	4.944280207333232	32.0	1.136893524038558e-05
52	ARID5A	3744	24	4.944280207333232	32.0	1.136893524038558e-05
53	C10orf128	3743	24	4.944280207333232	32.0	1.136893524038558e-05
54	TBCB	3742	24	4.944280207333232	32.0	1.136893524038558e-05
55	ZNF624	3741	24	4.944280207333232	32.0	1.136893524038558e-05
56	LSMD1	3740	24	4.944280207333232	32.0	1.136893524038558e-05
57	TUBB	3739	24	4.944280207333232	32.0	1.136893524038558e-05
58	TOX3	3738	5	4.800162942978437	2.0	1.5842986678051367e-05
59	CNOT1	916	5	6.50975057717836	2.0	3.0920707523024667e-07
60	COX11	3737	37	2.577518161509947	0.0	0.0026453420683798193
61	SELRC1	304	37	2.577518161509947	0.0	0.0026453420683798193
62	TXN2	3736	37	2.577518161509947	0.0	0.0026453420683798193
63	CALR	3735	14	3.998226483527885	10.0	0.000100409202214353
64	KIAA0196	704	14	7.8149174547133695	17.0	1.531378499376871e-08
65	EPHA2	3734	0	-0.0	0.0	1.0
66	MARK3	657	0	0.1512122476372132	0.0	0.7059724483237512
67	ZMAT2	3733	3	2.745858517672517	1.0	0.0017953184016033803
68	G3BP1	779	3	1.871203843986437	2.0	0.01345228798333429
69	RNF169	3732	3	2.745858517672517	1.0	0.0017953184016033803
70	LRCH2	3731	0	1.405062247633459	0.0	0.03934936717796409
71	HDAC8	741	20	3.4016419516787284	3.0	0.00039660487513233384
72	TCEAL7	3730	0	1.405062247633459	0.0	0.03934936717796409
73	MAP4K3	3729	33	7.496722740063703	0.0	3.1862310089360775e-08
74	DPH5	853	33	7.496722740063703	0.0	3.1862310089360775e-08
75	COLQ	3728	33	7.496722740063703	0.0	3.1862310089360775e-08
76	OR4S2	3727	33	7.496722740063703	0.0	3.1862310089360775e-08
77	GJB6	3726	33	7.496722740063703	0.0	3.1862310089360775e-08
78	RPL11	3725	33	7.496722740063703	0.0	3.1862310089360775e-08
79	POLR2H	3724	0	0.1634331134264575	0.0	0.6863835815982948
80	UBFD1	90	21	2.519367806480875	2.0	0.003024351003024581
81	KCND1	3723	11	1.5843759963531208	2.0	0.02603898213560216
82	RBM10	363	11	4.716490792191587	10.0	1.9209196882030785e-05
83	FAM120C	3722	11	1.5843759963531208	2.0	0.02603898213560216
84	PORCN	3721	11	1.5843759963531208	2.0	0.02603898213560216
85	PAGE3	3720	11	1.5843759963531208	2.0	0.02603898213560216
86	ERAS	3719	11	1.5843759963531208	2.0	0.02603898213560216
87	CCDC120	3718	11	1.5843759963531208	2.0	0.02603898213560216
88	RIBC1	3717	11	1.5843759963531208	2.0	0.02603898213560216
89	WDR13	3716	11	1.5843759963531208	2.0	0.02603898213560216
90	SPIN3	3715	11	1.5843759963531208	2.0	0.02603898213560216
91	MARK2	3714	3	3.281196973750147	1.0	0.0005233630120710407
92	PNRC2	409	3	2.5838755396675617	2.0	0.002606900529832154
93	ISLR	3713	3	3.281196973750147	1.0	0.0005233630120710407
94	RNF125	3712	21	0.918015067427423	1.0	0.12077719318996921
95	PA2G4	489	20	5.349985027876699	4.0	4.466989916491784e-06
96	RBM34	3711	21	0.918015067427423	1.0	0.12077719318996921
97	E2F5	3710	21	1.6565486824804834	1.0	0.022052169275246482
98	TADA2A	200	20	5.105140395424089	3.0	7.849818306196823e-06
99	YEATS2	3709	21	1.6565486824804834	1.0	0.022052169275246482
100	NCBP1	3708	0	0.9825131931225526	0.0	0.10410864807187205
101	YBX1	39	20	2.923011310583397	4.0	0.0011939570091436106
102	PAPSS2	3707	0	0.9825131931225526	0.0	0.10410864807187205
103	RAB41	3706	0	0.9825131931225526	0.0	0.10410864807187205
104	ZSCAN10	3705	0	0.9825131931225526	0.0	0.10410864807187205
105	FAM193B	3704	0	0.9825131931225526	0.0	0.10410864807187205
106	EGLN2	3703	0	0.9825131931225526	0.0	0.10410864807187205
107	HIPK1	3702	7	9.64484866619839	5.0	2.2654335806900613e-10
108	EMC7	828	7	7.433620352273259	6.0	3.684509220862962e-08
109	STPG1	3701	7	8.592125410301497	5.0	2.5578471561218183e-09
110	HOXC5	3700	7	9.64484866619839	5.0	2.2654335806900613e-10
111	CEBPA	3699	7	9.64484866619839	5.0	2.2654335806900613e-10
112	HHAT	3698	7	9.64484866619839	5.0	2.2654335806900613e-10
113	C1orf172	3697	7	9.64484866619839	5.0	2.2654335806900613e-10
114	ZC3H8	3696	7	9.64484866619839	5.0	2.2654335806900613e-10
115	BNIP1	3695	7	9.64484866619839	5.0	2.2654335806900613e-10
116	PDIK1L	3694	7	9.64484866619839	5.0	2.2654335806900613e-10
117	SMIM9	3693	7	9.25474046551714	5.0	5.562365650668767e-10
118	MMGT1	620	7	6.686153595987417	8.0	2.0599012636157096e-07
119	CCNDBP1	3692	17	8.065519262189992	19.0	8.599649241635856e-09
120	XYLT2	41	17	13.665615203969905	22.0	2.1596570731528558e-14
121	CETP	3691	1	12.558856194598755	6.0	2.7614921016365607e-13
122	RFWD3	358	1	15.500999525395748	18.0	3.1550080712181717e-16
123	CDC42EP3	3690	1	12.558856194598755	6.0	2.7614921016365607e-13
124	SH2D7	3689	37	2.577518161509947	0.0	0.0026453420683798193
125	RIMKLB	3688	1	9.955766716187236	6.0	1.1072183730737247e-10
126	UBE2T	91	1	17.68436403501339	20.0	2.068406838660926e-18
127	SLC22A9	3687	0	-0.0	0.0	1.0
128	ZNF33A	11	0	-0.0	0.0	1.0
129	GNG3	3686	0	-0.0	0.0	1.0
130	NOTO	3685	0	-0.0	0.0	1.0
131	AMMECR1L	3684	0	-0.0	0.0	1.0
132	U2SURP	3683	0	-0.0	0.0	1.0
133	RASGEF1A	3682	0	-0.0	0.0	1.0
134	POLR2G	3681	0	-0.0	0.0	1.0
135	C10orf115	3680	0	-0.0	0.0	1.0
136	PGBD4	3679	0	-0.0	0.0	1.0
137	ZNF438	3678	0	-0.0	0.0	1.0
138	BAMBI	3677	0	-0.0	0.0	1.0
139	GBP4	3676	0	-0.0	0.0	1.0
140	PTPLA	3675	0	-0.0	0.0	1.0
141	CHRNA6	3674	0	-0.0	0.0	1.0
142	ERMN	3673	0	1.1877820981684275	0.0	0.06489599594306968
143	GSS	748	0	1.514793439525016	0.0	0.030563744497683152
144	HSPB6	3672	0	1.1877820981684275	0.0	0.06489599594306968
145	CPNE5	3671	15	1.6337136287676457	2.0	0.0232426890044245
146	S1PR2	326	15	2.3626763293990964	5.0	0.004338340854098682
147	DNAJC10	3670	15	1.6337136287676457	2.0	0.0232426890044245
148	TTLL6	3669	38	0.7291470186860671	0.0	0.18657479852468764
149	GNPNAT1	765	38	1.9311166726332296	0.0	0.0117188049912296
150	STEAP2	3668	38	0.7291470186860671	0.0	0.18657479852468764
151	GMFB	3667	38	0.7291470186860671	0.0	0.18657479852468764
152	KCTD11	3666	38	0.7291470186860671	0.0	0.18657479852468764
153	PHTF2	3665	38	0.7291470186860671	0.0	0.18657479852468764
154	SLC37A1	3664	0	-0.0	0.0	1.0
155	TMEM251	135	0	-0.0	0.0	1.0
156	AP3B1	3663	0	-0.0	0.0	1.0
157	FASTK	3662	0	-0.0	0.0	1.0
158	C16orf97	3661	0	-0.0	0.0	1.0
159	CMC4	3660	0	-0.0	0.0	1.0
160	ASNS	3659	0	-0.0	0.0	1.0
161	RXRA	3658	0	-0.0	0.0	1.0
162	STUB1	219	0	-0.0	0.0	1.0
163	IL32	3657	0	-0.0	0.0	1.0
164	CHIC2	3656	0	-0.0	0.0	1.0
165	DDX31	3655	0	-0.0	0.0	1.0
166	GTPBP4	3654	0	-0.0	0.0	1.0
167	CCDC154	3653	26	1.9976361338696724	2.0	0.010054578429664842
168	SLC16A3	282	26	1.1292793034259363	2.0	0.0742541441123953
169	ZNF683	3652	26	1.9976361338696724	2.0	0.010054578429664842
170	NSUN6	3651	26	1.9976361338696724	2.0	0.010054578429664842
171	PTCHD3	3650	0	-0.0	0.0	1.0
172	BTBD16	3649	26	1.9976361338696724	2.0	0.010054578429664842
173	DNAJC1	3648	26	1.9976361338696724	2.0	0.010054578429664842
174	TBL1Y	3647	24	8.756751838259886	39.0	1.75084686041511e-09
175	SGOL2	297	24	7.605818419533754	41.0	2.4784580954523766e-08
176	VAT1L	3646	24	8.756751838259886	39.0	1.75084686041511e-09
177	CYP4V2	3645	24	8.756751838259886	39.0	1.75084686041511e-09
178	NOTCH4	3644	24	8.756751838259886	39.0	1.75084686041511e-09
179	CKM	3643	24	8.756751838259886	39.0	1.75084686041511e-09
180	WEE2	3642	11	4.364353714227885	7.0	4.321617104838881e-05
181	TMED5	148	11	4.255871586502008	14.0	5.5478973060346315e-05
182	SPRED2	3641	0	2.278907525452128	0.0	0.005261292834438555
183	LZTR1	663	4	3.5300684963968942	3.0	0.0002950743802244563
184	PLCE1	3640	0	2.278907525452128	0.0	0.005261292834438555
185	KBTBD8	3639	29	0.772890103233011	0.0	0.1686979855996158
186	OMA1	495	29	6.268752579902727	0.0	5.385765253165403e-07
187	MRPS16	3638	29	0.772890103233011	0.0	0.1686979855996158
188	FEM1C	3637	0	-0.0	0.0	1.0
189	KIAA1109	702	0	-0.0	0.0	1.0
190	ENTPD7	3636	0	-0.0	0.0	1.0
191	DHCR24	3635	0	-0.0	0.0	1.0
192	SOAT1	250	0	-0.0	0.0	1.0
193	ZC3H4	3634	0	1.3239047710909893	0.0	0.04743459849665587
194	LATS2	677	0	2.474416817765222	0.0	0.0033541554183722302
195	CCDC82	3633	0	-0.0	0.0	1.0
196	KMT2C	694	0	-0.0	0.0	1.0
197	SFSWAP	3632	24	8.756751838259886	39.0	1.75084686041511e-09
198	C20orf166	3631	0	0.7273604800315118	0.0	0.1873438840944651
199	POLA1	407	0	0.1356788482073381	0.0	0.7316799456768399
200	ATP6AP1	3630	0	0.7273604800315118	0.0	0.1873438840944651
201	ZMIZ1	3629	0	0.7273604800315118	0.0	0.1873438840944651
202	MEF2B	3628	25	5.002243579995644	6.0	9.94847287151183e-06
203	RRAGA	330	25	5.002243579995644	6.0	9.94847287151183e-06
204	CDKAL1	3627	25	5.002243579995644	6.0	9.94847287151183e-06
205	UPK3BL	3626	25	5.002243579995644	6.0	9.94847287151183e-06
206	ENTPD2	3625	25	5.002243579995644	6.0	9.94847287151183e-06
207	WDR44	3624	25	5.002243579995644	6.0	9.94847287151183e-06
208	AZGP1	3623	0	0.4632599358082394	0.0	0.34414389062232303
209	PAPSS1	484	0	0.6514396944702163	0.0	0.22313120228658753
210	MMS19	3622	0	0.4632599358082394	0.0	0.34414389062232303
211	GAB3	3621	11	4.181814757202958	6.0	6.579384127893882e-05
212	NSDHL	506	11	7.1776278358192735	9.0	6.643121019640541e-08
213	MAMLD1	3620	11	4.181814757202958	6.0	6.579384127893882e-05
214	OTX1	3619	11	4.181814757202958	6.0	6.579384127893882e-05
215	ATP6V0A4	3618	11	4.181814757202958	6.0	6.579384127893882e-05
216	CLSTN1	3617	11	4.181814757202958	6.0	6.579384127893882e-05
217	SENP7	3616	11	4.181814757202958	6.0	6.579384127893882e-05
218	GALNT3	3615	11	4.181814757202958	6.0	6.579384127893882e-05
219	REL	3614	11	4.181814757202958	6.0	6.579384127893882e-05
220	OR2AP1	3613	11	4.181814757202958	6.0	6.579384127893882e-05
221	N6AMT1	3612	11	4.181814757202958	6.0	6.579384127893882e-05
222	AGTPBP1	3611	11	4.181814757202958	6.0	6.579384127893882e-05
223	C14orf1	3610	11	4.181814757202958	6.0	6.579384127893882e-05
224	EBLN2	3609	11	4.181814757202958	6.0	6.579384127893882e-05
225	MAP7D3	3608	11	4.181814757202958	6.0	6.579384127893882e-05
226	INSIG1	3607	11	4.181814757202958	6.0	6.579384127893882e-05
227	NLRX1	3606	11	4.181814757202958	6.0	6.579384127893882e-05
228	VCAM1	3605	11	4.181814757202958	6.0	6.579384127893882e-05
229	FAM3C	3604	11	4.181814757202958	6.0	6.579384127893882e-05
230	C1S	3603	10	1.727082136253827	2.0	0.01874639931923769
231	STT3A	220	10	3.7075475210679176	14.0	0.00019608866009706408
232	RARS	3602	0	1.9915297424618712	0.0	0.010196949243060608
233	PDHX	465	28	42.45952547769005	0.0	3.471159118918504e-43
234	OR5B21	3601	0	1.9915297424618712	0.0	0.010196949243060608
235	C15orf56	3600	0	1.9915297424618712	0.0	0.010196949243060608
236	MLF1	3599	0	1.9915297424618712	0.0	0.010196949243060608
237	GTF3C2	3598	0	1.9915297424618712	0.0	0.010196949243060608
238	ERI2	3597	0	1.9915297424618712	0.0	0.010196949243060608
239	CRIPAK	3596	0	1.9915297424618712	0.0	0.010196949243060608
240	SLC5A11	3595	0	1.9915297424618712	0.0	0.010196949243060608
241	HOXA10	3594	0	1.9915297424618712	0.0	0.010196949243060608
242	GAS1	3593	0	1.9915297424618712	0.0	0.010196949243060608
243	ELAC2	3592	0	1.9915297424618712	0.0	0.010196949243060608
244	ABHD12	3591	0	1.9915297424618712	0.0	0.010196949243060608
245	RINT1	3590	0	1.9915297424618712	0.0	0.010196949243060608
246	CDC73	3589	0	0.683001100251732	0.0	0.20749082608274494
247	CLNS1A	3588	0	1.9915297424618712	0.0	0.010196949243060608
248	POU4F1	3587	0	1.9915297424618712	0.0	0.010196949243060608
249	OR4F15	3586	0	1.9915297424618712	0.0	0.010196949243060608
250	TWISTNB	3585	0	1.9915297424618712	0.0	0.010196949243060608
251	RABGAP1	3584	20	8.527470383025657	2.0	2.9684491717438943e-09
252	MED23	639	19	1.2914706263244111	6.0	0.05111276481848949
253	C11orf58	3583	0	0.5080722802238072	0.0	0.31040429350305526
254	MESDC1	635	0	-0.0	0.0	1.0
255	PGF	3582	0	0.5080722802238072	0.0	0.31040429350305526
256	CCNA1	3581	0	0.5080722802238072	0.0	0.31040429350305526
257	SLAMF9	3580	0	0.5080722802238072	0.0	0.31040429350305526
258	MEIS1	3579	0	0.5080722802238072	0.0	0.31040429350305526
259	MOB2	3578	0	0.5080722802238072	0.0	0.31040429350305526
260	HSPA12A	3577	0	0.5080722802238072	0.0	0.31040429350305526
261	RNF17	3576	0	0.5080722802238072	0.0	0.31040429350305526
262	SERPING1	3575	0	0.5080722802238072	0.0	0.31040429350305526
263	HYPK	3574	0	0.5080722802238072	0.0	0.31040429350305526
264	PSMD13	3573	0	0.5080722802238072	0.0	0.31040429350305526
265	C11orf57	3572	0	3.4011064744927	0.0	0.00039709418331173246
266	TCEB3	178	0	2.165995766113585	0.0	0.006823453462146981
267	FAM50A	3571	0	3.4011064744927	0.0	0.00039709418331173246
268	ZNF787	3570	0	3.4011064744927	0.0	0.00039709418331173246
269	POGZ	3569	0	3.4011064744927	0.0	0.00039709418331173246
270	FAM98A	3568	0	3.4011064744927	0.0	0.00039709418331173246
271	FAM188A	3567	0	-0.0	0.0	1.0
272	NGFRAP1	517	0	0.543933050045164	0.0	0.2858031097683044
273	SKIDA1	3566	0	-0.0	0.0	1.0
274	RS1	3565	0	-0.0	0.0	1.0
275	CORO1A	3564	0	-0.0	0.0	1.0
276	DHTKD1	3563	0	-0.0	0.0	1.0
277	CNGA2	3562	0	-0.0	0.0	1.0
278	LEMD3	3561	16	3.8217235637418727	2.0	0.00015075663539836244
279	TP53BP2	127	12	2.7325090873235003	7.0	0.0018513601553187243
280	SULT1C2	3560	36	1.806878920438636	0.0	0.015599873604311754
281	PPAT	405	36	1.806878920438636	0.0	0.015599873604311754
282	EVC	3559	36	1.806878920438636	0.0	0.015599873604311754
283	ACBD5	3558	36	1.806878920438636	0.0	0.015599873604311754
284	ZNF821	3557	36	1.806878920438636	0.0	0.015599873604311754
285	SLC12A5	3556	36	1.806878920438636	0.0	0.015599873604311754
286	H2AFZ	3555	36	1.806878920438636	0.0	0.015599873604311754
287	F2RL2	3554	36	1.806878920438636	0.0	0.015599873604311754
288	ZFAND2B	3553	36	1.806878920438636	0.0	0.015599873604311754
289	PHF21A	3552	36	1.806878920438636	0.0	0.015599873604311754
290	MAN1A1	3551	36	1.806878920438636	0.0	0.015599873604311754
291	OR10G6	3550	36	1.806878920438636	0.0	0.015599873604311754
292	WDR17	3549	36	1.806878920438636	0.0	0.015599873604311754
293	TRHR	3548	36	1.806878920438636	0.0	0.015599873604311754
294	C9orf24	3547	36	1.806878920438636	0.0	0.015599873604311754
295	PGK2	3546	29	4.632019594614196	0.0	2.3333527830731907e-05
296	MTX2	572	28	15.183698557405316	0.0	6.550907129478614e-16
297	UQCRC1	3545	13	3.990025743863171	24.0	0.0001023232335894126
298	UNC45A	81	13	6.630414505345394	38.0	2.3419924714259282e-07
299	IMMT	3544	13	3.990025743863171	24.0	0.0001023232335894126
300	KIAA0100	3543	13	3.990025743863171	24.0	0.0001023232335894126
301	C1GALT1C1	3542	38	3.3987391889379546	0.0	0.00039926460461090613
302	UGP2	84	38	4.09736146044655	0.0	7.99168835157451e-05
303	SPATA13	3541	38	2.805541068875225	0.0	0.0015648003375415534
304	UMPS	82	38	3.571734833980869	0.0	0.00026808046369390214
305	THSD4	3540	38	2.805541068875225	0.0	0.0015648003375415534
306	YRDC	3539	38	2.805541068875225	0.0	0.0015648003375415534
307	GABRG3	3538	38	2.805541068875225	0.0	0.0015648003375415534
308	CCSER2	3537	0	-0.0	0.0	1.0
309	BPIFA1	3536	38	2.805541068875225	0.0	0.0015648003375415534
310	PWWP2A	3535	39	1.4884498279817964	0.0	0.03247507569428082
311	NCAPH2	558	39	1.4884498279817964	0.0	0.03247507569428082
312	ZNF16	3534	39	1.4884498279817964	0.0	0.03247507569428082
313	GLTPD1	3533	39	1.4884498279817964	0.0	0.03247507569428082
314	SOX10	3532	39	1.4884498279817964	0.0	0.03247507569428082
315	LRRC14B	3531	39	1.4884498279817964	0.0	0.03247507569428082
316	SAMD11	3530	39	1.4884498279817964	0.0	0.03247507569428082
317	HES4	3529	39	1.4884498279817964	0.0	0.03247507569428082
318	KIF12	3528	11	5.498089969984546	6.0	3.176216006320359e-06
319	SNX6	251	11	4.872004256067303	10.0	1.3427518021632926e-05
320	CSF1R	3527	11	5.498089969984546	6.0	3.176216006320359e-06
321	TENM4	3526	11	5.498089969984546	6.0	3.176216006320359e-06
322	NT5C1A	3525	11	5.498089969984546	6.0	3.176216006320359e-06
323	GPT2	3524	11	5.170948016012051	6.0	6.7460877188645e-06
324	THOC6	171	11	4.836724939554141	10.0	1.456381187687928e-05
325	RAB43	3523	11	5.170948016012051	6.0	6.7460877188645e-06
326	PSMC2	3522	30	2.430563022691991	0.0	0.0037105388006080835
327	NUP35	500	30	2.430563022691991	0.0	0.0037105388006080835
328	OR13C9	3521	30	2.430563022691991	0.0	0.0037105388006080835
329	PODN	3520	30	2.430563022691991	0.0	0.0037105388006080835
330	NGF	3519	30	2.430563022691991	0.0	0.0037105388006080835
331	FAM175B	3518	36	1.806878920438636	0.0	0.015599873604311754
332	PDZD11	3517	30	2.430563022691991	0.0	0.0037105388006080835
333	CLDN25	3516	30	2.430563022691991	0.0	0.0037105388006080835
334	NUP98	3515	13	2.494090062696411	7.0	0.0032056044868590157
335	RHOG	352	13	4.086125011210087	20.0	8.201154409828137e-05
336	DCT	3514	30	2.430563022691991	0.0	0.0037105388006080835
337	USP47	3513	30	2.430563022691991	0.0	0.0037105388006080835
338	DGAT2L6	3512	30	2.430563022691991	0.0	0.0037105388006080835
339	UBXN4	3511	30	2.430563022691991	0.0	0.0037105388006080835
340	CRIM1	3510	30	2.430563022691991	0.0	0.0037105388006080835
341	GNG10	3509	30	2.430563022691991	0.0	0.0037105388006080835
342	SLITRK1	3508	30	2.430563022691991	0.0	0.0037105388006080835
343	OR2K2	3507	30	2.430563022691991	0.0	0.0037105388006080835
344	GPR34	3506	30	2.430563022691991	0.0	0.0037105388006080835
345	NHLRC1	3505	30	2.430563022691991	0.0	0.0037105388006080835
346	MYL10	3504	30	2.430563022691991	0.0	0.0037105388006080835
347	ID2	3503	30	2.430563022691991	0.0	0.0037105388006080835
348	KIAA1009	3502	30	2.430563022691991	0.0	0.0037105388006080835
349	CD300LB	3501	30	2.430563022691991	0.0	0.0037105388006080835
350	TOMM22	3500	28	10.827104306363502	0.0	1.4890034144423134e-11
351	TMEM70	131	28	18.7623844884842	0.0	1.728285600307044e-19
352	SNX1	3499	11	4.652154222533254	9.0	2.2276439490267643e-05
353	PPIB	402	11	4.783158973398101	15.0	1.6475591924573847e-05
354	AGPAT6	3498	11	4.652154222533254	9.0	2.2276439490267643e-05
355	SCAMP2	3497	11	4.652154222533254	9.0	2.2276439490267643e-05
356	PTP4A1	3496	2	10.292430582763778	6.0	5.099991088555062e-11
357	RPS25	335	2	9.365762469970557	6.0	4.3076214415225047e-10
358	PXN	3495	13	6.183232992674966	25.0	6.557933483156683e-07
359	PTK2	389	13	6.236362527887579	46.0	5.802798259480039e-07
360	SMR3B	3494	14	18.14268831146431	23.0	7.19965504222263e-19
361	RAC1	372	13	5.966385916197667	39.0	1.0804734106409718e-06
362	NLRP9	3493	13	2.494090062696411	7.0	0.0032056044868590157
363	SLC37A3	3492	14	8.264034393693194	23.0	5.444595329861249e-09
364	RAPGEF1	365	13	6.17819587330719	44.0	6.634437798467179e-07
365	C12orf74	3491	14	8.264034393693194	23.0	5.444595329861249e-09
366	FAM160A1	3490	14	8.264034393693194	23.0	5.444595329861249e-09
367	C9orf69	3489	14	8.264034393693194	23.0	5.444595329861249e-09
368	CHRM2	3488	14	8.264034393693194	23.0	5.444595329861249e-09
369	FAM195B	3487	14	8.264034393693194	23.0	5.444595329861249e-09
370	SMARCA2	3486	14	8.264034393693194	23.0	5.444595329861249e-09
371	ITPR2	3485	14	8.264034393693194	23.0	5.444595329861249e-09
372	TNS3	128	13	6.17819587330719	44.0	6.634437798467179e-07
373	CCNE2	3484	0	-0.0	0.0	1.0
374	KIAA1549	3483	0	4.027815538961327	0.0	9.379603090039247e-05
375	RFX4	357	15	0.9985492415875572	2.0	0.10033460803643292
376	SF3A3	3482	0	4.027815538961327	0.0	9.379603090039247e-05
377	ZNF263	3481	0	4.027815538961327	0.0	9.379603090039247e-05
378	YY2	3480	15	1.6331310801992158	2.0	0.023273886914801093
379	SHROOM2	292	15	2.3319794121711888	3.0	0.0046560816526089845
380	KLHL15	3479	15	1.6331310801992158	2.0	0.023273886914801093
381	ARSF	3478	0	-0.0	0.0	1.0
382	KLHL34	3477	15	1.6331310801992158	2.0	0.023273886914801093
383	ITPRIPL1	3476	15	1.6331310801992158	2.0	0.023273886914801093
384	ZNF645	3475	15	1.6331310801992158	2.0	0.023273886914801093
385	ARX	3474	15	1.6331310801992158	2.0	0.023273886914801093
386	WDR37	3473	0	-0.0	0.0	1.0
387	ZNF598	10	0	-0.0	0.0	1.0
388	C9orf66	3472	0	-0.0	0.0	1.0
389	DGKZ	3471	0	-0.0	0.0	1.0
390	C9orf85	3470	0	-0.0	0.0	1.0
391	FAM227A	3469	34	18.042392729046057	0.0	9.06999966363193e-19
392	PEX6	444	34	18.042392729046057	0.0	9.06999966363193e-19
393	ACOX1	3468	34	18.042392729046057	0.0	9.06999966363193e-19
394	ETFDH	3467	34	18.042392729046057	0.0	9.06999966363193e-19
395	RPUSD1	3466	24	7.35174192726249	33.0	4.448955611990237e-08
396	SATB1	324	24	12.183561929512557	47.0	6.552968351706634e-13
397	NEUROG2	3465	24	7.35174192726249	33.0	4.448955611990237e-08
398	SPCS1	3464	24	7.35174192726249	33.0	4.448955611990237e-08
399	PVR	3463	24	7.35174192726249	33.0	4.448955611990237e-08
400	GPR156	3462	17	13.350360370019676	6.0	4.4631309559979836e-14
401	PIGO	423	17	12.600195736975593	16.0	2.5107545767603593e-13
402	FTCD	3461	17	13.350360370019676	6.0	4.4631309559979836e-14
403	MTFR1	3460	17	13.350360370019676	6.0	4.4631309559979836e-14
404	ARVCF	3459	17	13.350360370019676	6.0	4.4631309559979836e-14
405	ZNF326	3458	17	13.350360370019676	6.0	4.4631309559979836e-14
406	OPRD1	3457	17	13.350360370019676	6.0	4.4631309559979836e-14
407	OR5P2	3456	17	13.350360370019676	6.0	4.4631309559979836e-14
408	ZWILCH	3455	17	13.151329239720846	9.0	7.057822960940869e-14
409	PIGW	418	17	12.600195736975593	16.0	2.5107545767603593e-13
410	TPSAB1	3454	17	13.151329239720846	9.0	7.057822960940869e-14
