	key	label	Doxorubicin
73	YLR401C	dus3	0.9639804618494469
74	YOR362C	yor362c-ph	0.4123310614458314
75	YJR024C	mde1	0.38045737063964646
76	YLR032W	rad5	-2.6981005456233897
77	YDL118W	ydl118w	0.07838510561953005
78	YDL119C	ydl119c	0.07838510561953005
79	YFL017C	yfl017c-ph	0.0
80	YDL101C	dun1	0.7169360847968504
81	YLR314C	cdc3-3	-0.05915534033855624
82	YLR405W	dus4	0.1373661127657623
83	YOL093W	trm10	0.9639804618494469
84	YHR107C	cdc12-td	-0.3333614414637811
85	YML119W	yml119w	-1.3172455399021723
86	YNL044W	yip3	0.014752679569398408
87	YDL227C	ho	0.4917060531613433
88	YFL041W-A	yfl041w-a	-1.1660228643951773
89	YDR501W	plm2	0.33939446763353676
90	YGL003C	cdh1	-1.4534982093732383
91	YBR090C	ybr090c	0.13661538745885515
92	YLR274W	cdc46-1	-3.0
93	YOR268C	yor268c	0.020850138973120158
94	YLR355C	ilv5-105	0.49936761419570447
95	YPR019W	mcm4-ph	-3.0
96	YJR106W	ecm27	0.49936761419570447
97	YAL024C	lte1	-0.14731951648565675
98	YOR260W	gcd1-502	0.20524948779689464
99	YDL220C	cdc13-1	0.0
100	YFR028C	cdc14-1	-3.0
101	YFR028C	cdc14-2	-3.0
102	YOL057W	yol057w	0.18224643185801676
103	YOR024W	yor024w	-3.0
104	YMR115W	mgr3	0.48176615976542597
105	YMR225C	mrpl44	0.9446761649053869
106	YPL098C	mgr2	-0.09945146895065937
107	YKL048C	elm1	-0.6590706520161347
108	YHR007C	erg11-td	0.0
109	YDR172W	sup35-td	0.0
110	YJL011C	yjl011c-ph	1.2879844369089002
111	YLR215C	cdc123-4	0.0
112	YOR333C	yor333c	0.2199967447547629
113	YER037W	phm8	-0.7233988714774606
114	YOL006C	top1	0.9942980211755298
115	YGR192C	tdh3	-0.8372105227496128
116	YMR304W	ubp15	1.8477488792629733
117	YDR509W	ydr509w	1.6901960800285136
118	YOR214C	spr2	-0.4656160923143377
119	YOR143C	thi80-ph	-0.3727390609435688
120	YGR146C	ecl1	0.5780301973866225
121	YDR392W	spt3	-0.5780301973866225
122	YGR072W	upf3	1.2267839672918686
123	YDL017W	cdc7-4	-3.0
124	YKR065C	pam17	0.6886291709977999
125	YEL030W	ecm10	-0.33939446763353676
126	YGL006W	pmc1	0.43859271327655264
127	YAL041W	cdc24-2	0.0
128	YDR481C	pho8	-0.42100531274073105
129	YAL059W	ecm1	0.610249319117088
130	YHR118C	orc6-ph	-3.0
131	YDR206W	ebs1	1.0047988828817689
132	YOL064C	met22	0.8653014261025439
133	YKL035W	ugp1-ph	0.0
134	YLR141W	rrn5-200	0.6917143191704375
135	YHR077C	nmd2	1.2267839672918686
136	YMR080C	nam7	1.2267839672918686
137	YGR275W	rtt102	-0.5006023505691853
138	YOL028C	yap7	-0.01563629021379026
139	YPL232W	sso1	0.7956281794234762
140	YNL240C	nar1-202	-3.0
141	YBR202W	cdc47-ts	-3.0
142	YIL128W	met18	0.0
143	YPL214C	thi6	1.0432912432939472
144	YHR132C	ecm14	-0.24679228762523447
145	YBR060C	orc2-3	-3.0
146	YOR380W	rdr1	-0.1491077693700877
147	YLL004W	orc3-70	-3.0
148	YEL041W	yef1	1.5405082335840554
149	YCL061C	mrc1	-3.0
150	YBR060C	orc2-2	-3.0
151	YAL055W	pex22	-0.22927673583022307
152	YNL142W	mep2	-0.1760912590556812
153	YGR263C	say1	0.1419621094240354
154	YJR043C	pol32	-3.0
155	YGR121C	mep1	0.13456198182779638
156	YCL045C	emc1	-0.4934896059017606
157	YGR092W	dbf2-2	0.13025824558691151
158	YDR306C	ydr306c	-0.9446761649053869
159	YGR092W	dbf2-3	0.11938695931912591
160	YJL103C	gsm1	0.1419621094240354
161	YBR198C	taf5-3	-0.19061751225227766
162	YJL137C	glg2	-0.7299279222155085
163	YDR251W	pam1	-0.9352746703633449
164	YJR046W	tah11-ts	-3.0
165	YER035W	edc2	-0.436376287029603
166	YMR079W	sec14-3	0.0
167	YLR254C	ndl1	0.28034539680413023
168	YIL005W	eps1	-0.8735865778256944
169	YDR082W	stn1-13	-3.0
170	YHR046C	inm1	-0.436376287029603
171	YKL113C	rad27	-3.0
172	YGL222C	edc1	0.28034539680413023
173	YDL007W	rpt2-rf	0.21629858485359338
174	YBR240C	thi2	1.316790543022521
175	YDL128W	vcx1	0.8571346852313544
176	YBL055C	ybl055c	0.3909717579732185
177	YNL102W	pol1-1	-3.0
178	YNL102W	pol1-13	-3.0
179	YBL023C	mcm2-1	-3.0
180	YPL110C	gde1	0.08188912432059892
181	YBR060C	orc2-1	-3.0
182	YGR096W	tpc1	0.32337382217123245
183	YDR459C	pfa5	-1.2434973765788244
184	YDR052C	dbf4-4	-3.0
185	YMR220W	erg8-1	0.0
186	YLR412C-A	ylr412c-a	0.32337382217123245
187	YDR044W	hem13-ph	0.0
188	YJR057W	cdc8-1	-3.0
189	YNL107W	yaf9	0.6674265688504633
190	YMR048W	csm3	-3.0
191	YGR221C	tos2	0.32337382217123245
192	YPL095C	eeb1	0.43416509695545236
193	YHR078W	yhr078w	-0.4253717638182818
194	YBR060C	orc2-4	-3.0
195	YBR136W	mec1-4ts	-3.0
196	YJR006W	hys2-ts	-3.0
197	YOR144C	elg1	-3.0
198	YPR095C	syt1	0.43195909596146853
199	YPL194W	ddc1	-3.0
200	YLR292C	sec72	-0.8294284447084141
201	YDL102W	cdc2-7	-3.0
202	YDL102W	cdc2-2	-3.0
203	YDL102W	cdc2-1	-3.0
204	YOL050C	yol050c	-1.5248212320090488
205	YKL154W	srp102-510	0.39308750587762553
206	YKL144C	rpc25-ph	-0.41449240165156276
207	YHL043W	ecm34	0.6353981799774955
208	YBR076W	ecm8	-0.8071841235223405
209	YAR019C	cdc15-2	0.7169360847968504
210	YPR076W	ypr076w	0.4369691806123391
211	YML064C	tem1-3	0.35563804397327486
212	YOR003W	ysp3	-0.25743586938693697
213	YNL011C	ynl011c	-0.7105378535893022
214	YOR375C	gdh1	0.04869192389972449
215	YGR200C	elp2	-0.05217801166507163
216	YOR276W	caf20	0.04869192389972449
217	YGR134W	caf130	1.243956219180305
218	YCL002C	ycl002c	0.21445239020850784
219	YKL110C	kti12	0.0330222814746261
220	YAL018C	lds1	0.09769182146743771
221	YHR187W	iki1	0.020850138973120158
222	YIL155C	gut2	-0.8991949431084194
223	YNL288W	caf40	0.5223143599092868
224	YIL008W	urm1	-0.05043476490628962
225	YBR160W	cdc28-4	-1.1650958747542182
226	YHR111W	uba4	0.03998330982716036
227	YBR160W	cdc28-13	0.3194016857350238
228	YOR251C	tum1	-0.0034743743853017928
229	YGL211W	ncs6	0.020850138973120158
230	YFL009W	cdc4-3	-0.2348692596088674
231	YFL009W	cdc4-1	0.0
232	YNL120C	ynl120c	0.02432684973298238
233	YDR168W	cdc37-ts	0.0
234	YMR036C	mih1	0.2536520014249789
235	YPL159C	pet20	0.006948859955327846
236	YDR279W	rnh202	-2.9995654882259823
237	YPL147W	pxa1	0.7919883511995597
238	YDR314C	rad34	0.03824260639014326
239	YKL101W	hsl1	0.4123310614458314
240	YOL011W	plb3	-0.2695129442179164
241	YBL057C	pth2	1.81778565588553
242	YDR525W-A	sna2	1.21062290922994
243	YLR154C	rnh203	-3.0
244	YDL110C	tma17	0.557302028209414
245	YGR292W	mal12	0.7233988714774606
246	YLR181C	vta1	-1.6901960800285136
247	YPL111W	car1	-0.9399552183389198
248	YFR032C-A	rpl29	2.6981005456233897
249	YDL200C	mgt1	0.4408144232850035
250	YHL015W-A	yhl015w-a	-0.8141674565091245
251	YJL077W-B	yjl077w-b	-0.7883704155653296
252	YHR193C	egd2	0.5780301973866225
253	YBR284W	ybr284w	0.32735893438633035
254	YJL104W	pam16-3	0.0
255	YNL230C	ela1	0.6241101320710366
256	YCR020C-A	mak31	1.1508029406882245
257	YLR050C	ylr050c	0.6241101320710366
258	YOR321W	pmt3	-0.9124512060962512
259	YGR044C	rme1	-0.9789249739163555
260	YDL082W	rpl13a	0.43416509695545236
261	YPR133C	spn1-k192n	0.8066823389698081
262	YGR260W	tna1	0.9789249739163555
263	YGL242C	ygl242c	0.4022008156207625
264	YOR049C	rsb1	0.8490824210058457
265	YLR080W	emp46	-0.36035919448925563
266	YGL042C	ygl042c	-0.9542425094393249
267	YLL041C	sdh2	-0.22184874961635637
268	YLR377C	fbp1	-0.22184874961635637
269	YOL071W	emi5	-0.22184874961635637
270	YDR529C	qcr7	0.6411114606712849
271	YLR427W	mag2	0.48643623876639497
272	YER142C	mag1	-0.37066592380537555
273	YLR083C	emp70	0.7997931753224865
274	YLR186W	emg1-ph	3.0
275	YLR321C	sfh1-1	0.0
276	YLR022C	sdo1-vma1-ts	-1.2696960363293563
277	YER148W	spt15-p65s	0.0
278	YCR094W	cdc50	0.8905288705505782
279	YKL207W	emc3	-0.6157612690053504
280	YJR088C	emc2	-0.7105378535893022
281	YGL231C	emc4	-0.6297314179258208
282	YMR168C	cep3-1	0.13661538745885515
283	YOR096W	rps7a	0.6764307990377825
284	YGR140W	cbf2-2	1.358116218680644
285	YJR119C	jhd2	-0.12595225977985217
286	YCL046W	ycl046w	-0.7636316964193469
287	YHR019C	ded81-ph	0.0
288	YNL119W	ncs2	-0.1960916089168465
289	YMR190C	sgs1	-3.0
290	YKL137W	cmc1	-0.22184874961635637
291	YPL236C	env7	-0.5496719218682742
292	YGR071C	env11	-1.0910804693473326
293	YDR079W	pet100	-0.552206919037182
294	YDL064W	ubc9-2	-2.9995654882259823
295	YMR191W	spg5	-0.00868617918509268
296	YOR057W	sgt1-3	0.0
297	YJL052W	tdh1	0.7671050149045681
298	YJL209W	cbp1	0.12240640009290482
299	YPL056C	lcl1	2.0418311450459505
300	YGL236C	mto1	0.2938836275334345
301	YGR257C	mtm1	-0.22184874961635637
302	YNR018W	rcf2	-0.33738001770282505
303	YHR189W	pth1	-0.5321536367252022
304	YJR115W	yjr115w	-0.05043476490628962
305	YGR111W	ygr111w	1.1387669360318688
306	YPL103C	fmp30	-0.5029867558224352
307	YJL010C	nop9-107	0.0
308	YOR042W	cue5	-0.4748080962184283
309	YDR257C	rkm4	-0.48176615976542597
310	YPL183W-A	rtc6	0.5446266225390504
311	YDL213C	nop6	0.02432684973298238
312	YGL114W	ygl114w	0.2199967447547629
313	YGR250C	ygr250c	0.16346028413904257
314	YDR218C	spr28	0.44527388746766783
315	YML060W	ogg1	-0.43859271327655264
316	YJL077C	ics3	0.2089251121771071
317	YIL165C	yil165c	0.3253647418756296
318	YGR149W	ygr149w	-0.5029867558224352
319	YOL158C	enb1	1.2186368370648368
320	YKR039W	gap1	-0.8411408875168401
321	YBR085C-A	ybr085c-a	-0.00868617918509268
322	YFL064C	yfl064c	0.4022008156207625
323	YBR157C	ics2	-0.3846504062413507
324	YGL006W-A	ygl006w-a	0.0
325	YBL028C	ybl028c	1.0052758675336735
326	YDR097C	msh6	0.9456423376774074
327	YNL036W	nce103	-0.5029867558224352
328	YJL102W	mef2	-0.01911204101109254
329	YKL096C-B	ykl096c-b	0.2861310356015121
330	YER154W	oxa1	0.29777683826625934
331	YBL052C	sas3	0.19680182081985345
332	YGR184C	ubr1	-0.670414543882966
333	YCL001W	rer1	-0.7919883511995597
334	YMR148W	osw5	-0.7847740511758624
335	YDL240W	lrg1	0.2237027310099495
336	YKL208W	cbt1	0.7010579625976836
337	YDR470C	ugo1	-1.0666325389064075
338	YDR347W	mrp1	-1.0910804693473326
339	YDR197W	cbs2	0.38675324619715923
340	YOR306C	mch5	0.9689160160472611
341	YDL183C	ydl183c	-1.1301005902440873
342	YER078W-A	yer078w-a	0.6979285302592042
343	YKL011C	cce1	1.2350691190150191
344	YIL065C	fis1	0.7711057624421784
345	YGL057C	gep7	0.588613267600716
346	YKL124W	ssh4	1.2350691190150191
347	YOR230W	wtm1	0.7465522643119413
348	YLR220W	ccc1	0.3909717579732185
349	YDR425W	snx41	0.3909717579732185
350	YIL070C	mam33	0.24679228762523447
351	YIL022W	tim44-8	0.6979285302592042
352	YOL135C	med7-163	-1.1233849085396783
353	YOL135C	med7-141	-1.358116218680644
354	YOR272W	ytm1-1	3.0
355	YLR005W	ssl1-ph	-1.5096504795465824
356	YLR444C	ylr444c	0.2759118252009094
357	YPR025C	ccl1-ts4	-1.5735856089077975
358	YIL125W	kgd1	-0.5204383549105314
359	YLR002C	noc3-ph	3.0
360	YLR210W	clb4	0.5727945479117277
361	YMR084W	ymr084w	-0.07138457956930822
362	YML061C	pif1	0.0
363	YPR101W	snt309	2.2192351340136693
364	YEL077C	yel077c	1.0376161876059689
365	YBL111C	ybl111c	1.0376161876059689
366	YNL254C	rtc4	-0.38886035082011916
367	YPR079W	mrl1	0.9738971974357948
368	YMR049C	erb1-ph	1.4033914754210028
369	YLL008W	drs1-201	3.0
370	YNR038W	dbp6-ph	2.9995654882259823
371	YDL031W	dbp10-203	3.0
372	YDR033W	mrh1	0.24987747321659992
373	YGL252C	rtg2	-1.1438068410456734
374	YOL067C	rtg1	-1.1438068410456734
375	YPR143W	rrp15-209	3.0
376	YBL103C	rtg3	-1.1438068410456734
377	YPR047W	msf1	-1.4534982093732383
378	YNR054C	esf2-206	0.6325590500379119
379	YPL043W	nop4-3	3.0
380	YLR013W	gat3	1.0548304925074616
381	YNL181W	ynl181w-924	-0.9260316535311475
382	YDL244W	thi13	-0.588613267600716
383	YGR083C	gcd2-207	0.49936761419570447
384	YPL231W	fas2-440-3-12	0.0
385	YJL061W	nup82-101	0.0
386	YDR404C	ydr404c-ph	0.0
387	YGL099W	lsg1-208	0.0
388	YDR116C	mrpl1	0.1979196965513539
389	YDR182W	cdc1-6	-1.591064607026499
390	YER034W	yer034w	-0.1312789146393189
391	YDR182W	cdc1-1	0.8777748418314069
392	YDR337W	mrps28	-0.7137290040876455
393	YGR174W-A	ygr174w-a	-0.6353981799774955
394	YLL031C	gpi13-5	-0.9446761649053869
395	YIL091C	utp25-104	0.0
396	YML009C	mrpl39	0.1979196965513539
397	YHL039W	efm1	0.2089251121771071
398	YNL005C	mrp7	-2.299725153975637
399	YGR091W	prp31-ts	2.9995654882259823
400	YHR072W	erg7-200	-0.9169410988891734
401	YLL003W	sfi1-3	0.0
402	YMR268C	prp24-ts	2.0418311450459505
403	YNL221C	pop1-200	0.7919883511995597
404	YDR045C	rpc11-ph	2.9995654882259823
405	YDR190C	rvb1-100	0.0
406	YDR235W	prp42-ph	2.151851208481124
407	YGL136C	mrm2	-0.3495195679493638
408	YDR088C	slu7-ts1	0.8530944819266426
409	YPR065W	rox1	-1.21062290922994
410	YGR198W	ypp1-4	-0.7919883511995597
411	YDR088C	slu7-ts2	1.2520741094024845
412	YGL078C	dbp3	3.0
413	YPL243W	srp68-104	0.0
414	YPR075C	opy2	-0.7956281794234762
415	YNR032C-A	hub1	2.5215739035919933
416	YER002W	nop16	0.4166585282300822
417	YOL080C	rex4	3.0
418	YBR267W	rei1	1.0047988828817689
419	YOR001W	rrp6	1.2973957110088872
420	YLR016C	pml1	2.5215739035919933
421	YGR151C	ygr151c	-0.07138457956930822
422	YGL031C	rpl24a	1.0101283703280854
423	YDL207W	gle1-4	-0.39733217864713133
424	YOR046C	dbp5-1	0.4702000806395809
425	YGR006W	prp18-1202	1.7368389826836437
426	YER009W	ntf2-h104y	-1.9155756985400032
427	YJR068W	rfc2-1	-3.0
428	YJL061W	nup82-7	-0.02432684973298238
429	YDL084W	sub2-1	0.005211596322595269
430	YHR085W	ipi1-ph	3.0
431	YPL178W	cbc2	2.9995654882259823
432	YOL144W	nop8-ph	3.0
433	YIR035C	yir035c	-0.17790157631599124
434	YHR197W	rix1-ph	3.0
435	YEL018W	eaf5	0.0017371802438558293
436	YNL105W	rrt16	0.6674265688504633
437	YOR293C-A	yor293c-a	0.0
438	YOL048C	rrt8	-0.3846504062413507
439	YGL153W	pex14	0.05566577922092414
440	YIR020C	yir020c	-1.3267908578084027
441	YGR279C	scw4	-0.6830260836427247
442	YPL154C	pep4	0.008668840349601692
443	YGR201C	ygr201c	-0.20708639006461893
444	YLR363C	nmd4	0.012161040056105965
445	YPL270W	mdl2	0.2745837064842003
446	YML048W	gsf2	-0.8905288705505782
447	YDR207C	ume6	0.04172433426323352
448	YDL014W	nop1-2	2.9995654882259823
449	YLL014W	emc6	-0.6157612690053504
450	YDR125C	ecm18	-0.17247513090394073
451	YHR081W	lrp1	3.0
452	YML111W	bul2	-0.05566577922092414
453	YBL091C-A	scs22	-0.08188912432059892
454	YMR275C	bul1	0.240480860835501
455	YER119C-A	yer119c-a	1.7625461770530677
456	YDR170C	sec7-1	0.26884531229257996
457	YDR517W	grh1	-0.2938836275334345
458	YGR041W	bud9	-0.42100531274073105
459	YDL099W	bug1	0.5727945479117277
460	YOL116W	msn1	-0.01911204101109254
461	YPL138C	spp1	-0.4565184438980764
462	YPR130C	ypr130c	0.8819942757861546
463	YGL173C	xrn1	0.0
464	YCR063W	bud31	2.3961993470957363
465	YLR186W	emg1-1	0.0
466	YOR262W	yor262w-ph	-0.527218895711069
467	YMR263W	sap30	-0.9306337362459739
468	YNL118C	dcp2-7	0.0
469	YCL014W	bud3	0.6439858803369627
470	YLR185W	rpl37a	1.6685633970692184
471	YDL150W	rpc53-202	1.8803738003628
472	YER139C	rtr1	-0.610249319117088
473	YDR527W	rba50-ph	-0.5624311968296473
474	YGL050W	tyw3	-0.5321536367252022
475	YNR003C	rpc34-1	2.6981005456233897
476	YBR230C	om14	0.07488362951899674
477	YBR154C	rpb5-ph	0.1706692849882596
478	YDR386W	mus81	-3.0
479	YDL148C	ydl148c-ph	1.4534982093732383
480	YJL188C	bud19	0.0
481	YHL033C	rpl8a	0.2880650184996135
482	YBR098W	mms4	-3.0
483	YDR339C	fcf1-ph	1.358116218680644
484	YOR293W	rps10a	1.380211241711606
485	YBR221W-A	ybr221w-a	-0.6764307990377825
486	YAR014C	bud14	-0.39520763311787327
487	YAR018C	kin3	-0.39520763311787327
488	YIL150C	mcm10-1	-3.0
489	YLR361C	dcr2	-1.591064607026499
490	YLR298C	yhc1-2	2.9995654882259823
491	YCL062W	ycl062w	-1.5735856089077975
492	YCR008W	sat4	-1.5735856089077975
493	YBL086C	ybl086c	0.2880650184996135
494	YOR213C	sas5	0.3909717579732185
495	YBR228W	slx1	-1.5567490761093645
496	YBR048W	rps11b	2.151851208481124
497	YDR181C	sas4	1.440459268993517
498	YMR181C	ymr181c	0.09593297214174468
499	YHL042W	yhl042w	0.0330222814746261
500	YBL087C	rpl23a	1.1508029406882245
501	YJR021C	rec107	0.8862454303442138
502	YLR209C	pnp1	0.09241760817276184
503	YGR214W	rps0a	2.2192351340136693
504	YDR004W	rad57	-3.0
505	YGL147C	rpl9a	-0.9494383179505861
506	YPR043W	rpl43a	-0.2348692596088674
507	YMR160W	ymr160w	-0.5223143599092868
508	YMR179W	spt21	0.01911204101109254
509	YDR423C	cad1	-0.5223143599092868
510	YLR130C	zrt2	0.670414543882966
511	YNR009W	nrm1	-0.012161040056105965
512	YLR064W	per33	0.07663405703374493
513	YIL164C	nit1	0.14731951648565675
514	YLR037C	pau23	1.0787109758534301
515	YGR094W	ygr094w-ph	0.11938695931912591
516	YGR241C	yap1802	-1.0548304925074616
517	YOL091W	spo21	-0.9214676812033368
518	YBR195C	msi1	0.08364212367298707
519	YLR466C-B	ylr466c-b	0.0
520	YPR018W	rlf2	-0.2867895565493709
521	YDR351W	sbe2	-0.3617901495957044
522	YLR457C	nbp1-1	0.5838501569701786
523	YML102W	cac2	0.03650220988496128
524	YMR121C	rpl15b	-0.9214676812033368
525	YFL061W	ddi2	-0.9214676812033368
526	YDR531W	cab1-ph	0.0
527	YJL152W	yjl152w	0.4166585282300822
528	YDR432W	npl3	1.1958996524092338
529	YPL231W	fas2-440-3-1	-0.24611210818799664
530	YGR277C	cab4-ph	0.6825018898773312
531	YDR196C	cab5-ph	0.0
532	YBR204C	ldh1	-0.18879614069983086
533	YKR081C	rpf2-ph	0.9639804618494469
534	YJR139C	hom6	0.14374670287485325
535	YDR196C	cab5-1	0.0
536	YKL005C	bye1	-0.26884531229257996
537	YOR204W	ded1-95	-0.5029867558224352
538	YOR204W	ded1-199	-0.5029867558224352
539	YDR080W	vps41	-0.580661846626732
540	YMR309C	nip1-206	-0.17428244976912902
541	YPR032W	sro7	-0.7499307429507833
542	YBR079C	rpg1-1	0.0
543	YOR204W	ded1-f144c	0.0
544	YBR072C-A	ybr072c-a	-0.2919412891620452
545	YGL140C	ygl140c	0.43416509695545236
546	YOL112W	msb4	-0.16706194251388096
547	YDR051C	det1	-0.23182763517713934
548	YIR004W	djp1	0.32600388030136424
549	YCR051W	ycr051w	1.440459268993517
550	YKR008W	rsc4-2	0.0
551	YOR017W	pet127	0.045207402479654046
552	YMR241W	yhm2	0.7572533263544261
553	YPL277C	ypl277c	0.0
554	YHR033W	yhr033w	-0.18515827902600865
555	YOR030W	dfg16	-1.1798111488808105
556	YHR097C	yhr097c	-0.17247513090394073
557	YPR179C	hda3	-1.8477488792629733
558	YFL003C	msh4	0.4934896059017606
559	YDR145W	taf12-l464a	-1.7368389826836437
560	YPR080W	tef1	0.0
561	YDR329C	pex3	0.14731951648565675
562	YGR077C	pex8	0.06614030011026367
563	YIL107C	pfk26	-1.4949620832164927
564	YJL191W	rps14b	0.3154422964673808
565	YGR248W	sol4	0.9942980211755298
566	YML081W	tda9	0.33738001770282505
567	YBR084W	mis1	0.08013678984763334
568	YDR031W	mix14	0.3134673115636908
569	YLL028W	tpo1	-0.23300299308507394
570	YOR236W	dfr1-td	0.0
571	YOL123W	hrp1-1	-1.0047988828817689
572	YDL225W	shs1	-0.5371191843949479
573	YDR444W	ydr444w	-0.9260316535311475
574	YLR384C	iki3	0.0330222814746261
575	YOR311C	dgk1	0.05217801166507163
576	YLR126C	ylr126c	0.7398496422025604
577	YCL008C	stp22	-1.1798111488808105
578	YMR077C	vps20	-0.7169360847968504
579	YIL149C	mlp2	-0.6614901261395476
580	YJR102C	vps25	-0.6644518152311565
581	YAL037W	yal037w	-0.2107656733444987
582	YPL065W	vps28	-0.7169360847968504
583	YMR154C	rim13	-0.9789249739163555
584	YLR138W	nha1	-0.48878086726465575
585	YGL045W	rim8	-0.8333065152846989
586	YGR065C	vht1-205	0.0
587	YMR063W	rim9	-1.1798111488808105
588	YLR417W	vps36	-0.6644518152311565
589	YNL058C	ynl058c	-0.2107656733444987
590	YPL014W	ypl014w	-0.6411114606712849
591	YGL203C	kex1	0.9446761649053869
592	YBL085W	boi1	0.5451844832219258
593	YKL002W	did4	-0.6075091780226324
594	YKR035C	opi8	-0.2745837064842003
595	YKR035W-A	did2	-0.2745837064842003
596	YPL176C	tre1	-0.4253717638182818
597	YOR299W	bud7	0.4347588010559838
598	YDR322W	mrpl35	-1.2978516632627393
599	YMR293C	her2	0.5446266225390504
600	YIL096C	bmt5	-0.25743586938693697
601	YHR011W	dia4	-0.8694289470195172
602	YDR092W	ubc13	-0.7888751157754167
603	YGL087C	mms2	-0.7888751157754167
604	YNL210W	mer1	0.4408144232850035
605	YDR428C	bna7	-0.6674265688504633
606	YPR173C	vps4	-0.8411408875168401
607	YNR006W	vps27	0.3617901495957044
608	YKL041W	vps24	-0.6556053268912339
609	YBL098W	bna4	0.36591068015183803
610	YPL045W	vps16	1.1798111488808105
611	YFR010W	ubp6	-0.12240640009290482
612	YJR076C	cdc11-3	-0.5029867558224352
613	YBR028C	ypk3	0.3036383787715094
614	YJR076C	cdc11-5	0.4610556904292808
615	YJL193W	yjl193w	-0.04172433426323352
616	YJR076C	cdc11-1	-0.3213861463540414
617	YMR302C	yme2	0.42318605787970565
618	YJR076C	cdc11-2	-0.38886035082011916
619	YCR002C	cdc10-2	-0.2593313615801737
620	YJL112W	mdv1	-0.1401787031650368
621	YDL117W	cyk3	0.04603227353846162
622	YIL103W	dph1	-0.9738971974357948
623	YLL015W	bpt1	-1.347897053498958
624	YCR032W	bph1	0.43416509695545236
625	YLR015W	bre2	-1.157898254229662
626	YDL074C	bre1	-0.9789249739163555
627	YPL049C	dig1	-0.33536901910171246
628	YAL013W	dep1	-1.4534982093732383
629	YLR418C	cdc73	-1.072636318363149
630	YPL055C	lge1	-0.9639804618494469
631	YBR247C	enp1-1	0.0
632	YDR469W	sdc1	-1.0209515249156804
633	YPL266W	dim1-2	-0.04346569378109033
634	YBR095C	rxt2	-1.278753600952829
635	YHR119W	set1	-1.072636318363149
636	YIL084C	sds3	-1.0548304925074616
637	YOR119C	rio1-1	0.0
